id	filename	md5	size	state
a9b71e88-2604-469a-9a28-a7b1e988f797	80095967-1b86-44d4-a7d7-84f7d2588a93_wxs_gdc_realn.bam	d44717ea43deece25c74224b911aa4f2	16295667984	released
407abd3e-6bed-4af5-86dc-be60c8226416	9fa5413f-5599-45cd-9b1b-e425eab73870_wxs_gdc_realn.bam	8c167cb1ccd4d0284d6560803e64ef45	23734341939	released
141e1f02-8ead-4a95-867f-c5f95773e2ac	3ce0a5fc-09ae-412a-8a5b-56d9a44433aa_wxs_gdc_realn.bam	739ed07040a114400681db3962b20c98	11447680451	released
9c489ebb-56a8-40ac-9690-c74494056713	792ef39b-84e5-490b-b594-4ad5adcf90ae_wxs_gdc_realn.bam	3aec7dbaa79651507129bc9023d475af	24366697837	released
77d84afd-bc28-4430-b337-e1217e15cdd8	b771fd10-af27-4da6-aa24-7ecc2d1474e0_wxs_gdc_realn.bam	e83f26367f4c8c5aaec7b39bbcd56cae	31948999891	released
71f265ca-2b02-48e4-992a-23da29fcd407	b0821f58-6243-4499-858e-266f984ef918_wxs_gdc_realn.bam	02152c15efc30b8b156bd457cefcde26	44981906918	released
33ee9258-0ecd-41c3-a4df-052da5d011de	a776bde5-7503-459c-8419-dc0d744a651e_wxs_gdc_realn.bam	7a0eaee94f25d09d21aacd2490efac42	33824470611	released
f67df954-0b6a-4dd0-8c6b-3bb37ef38f58	bb186c78-1052-48ec-97f4-c94bddf0df72_wxs_gdc_realn.bam	1353c8f369cea39cfb07d74faa34aa9d	17808878472	released
b4a662c8-5c0c-40e2-8fd0-9a1503110463	f0385a6f-db22-4f21-a571-206fb7f74285_wxs_gdc_realn.bam	54378d28376979afc500a411f5a42811	29693392957	released
153898d8-8245-4d44-97dc-90ed9dbf9b39	2c1405f2-a53e-43b2-843e-eebbfe8074fe_wxs_gdc_realn.bam	29e710051fb328104822db144c75105c	31160341403	released
bf9f65d1-46b7-4c54-95a3-7b434ed5e657	0ec37c53-395f-4201-92d3-fbaa43f84e51_wxs_gdc_realn.bam	3626112925dcd41c5e83169e7383571c	33644898773	released
